g g
i i
c c
a a
l l
_ _
s s
u u
f f
f f
e e
r d
i i
n n
g g
_ _
a a
n n
d d
_ _
i k
t t
_ _
m m
a a
y y
_ _
l k
e e
a a
d d
_ _
t t
o o
_ _
i i
n n
c c
r r
e e
a a
s w
e e
d d
_ _
p p
h h
y y
s s
i i
c c
a a
l l
_ _
s s
u u
f f
f r
e e
r r
i i
n n
g f
_ _
e e
v v
e e
n m
_ _
i i
n h
_ _
a a
d d
v v
a a
n n
c c
e e
d d
_ _
c d
o k
u u
n n
t t
r r
i i
e e
s s
_ _
t t
h h
e e
_ _
i i
n n
d d
u u
s s
t t
r r
i i
a a
l l
_ _
t t
e e
c c
h h
n n
o o
l l
o i
g g
i i
c c
a a
l l
_ _
s s
y y
s s
t t
e e
m m
_ _
m m
a a
y y
_ _
s s
u u
r r
v v
i i
v v
e e
_ _
o o
r r
_ _
i i
t t
_ _
m m
a a
y g
_ _
b b
r r
e e
a a
k k
_ _
d d
o o
w w
n n
_ _
i j
f f
_ _
i i
t t
_ _
s s
u u
r r
v v
i i
v v
e e
s s
_ _
i i
t t
_ _
m m
a a
y y
_ _
e e
v v
e r
n n
t t
u u
a a
l l
l l
y y
_ _
a a
c c
h y
i i
e e
v v
e e
_ _
a a
_ _
l l
o o
w w
_ _
l l
e e
v v
e e
l l
_ _
o o
f r
_ _
p p
h h
y y
s s
i i
c c
a a
l l
_ _
a a
n n
d d
_ _
p p
s s
y y
c c
h n
o o
l p
o o
g g
i u
c c
a a
l k
_ _
s s
u u
f f
f t
e e
r r
i i
n n
g g
_ _
b b
u u
t t
_ _
o o
n n
l l
y y
_ _
a a
f f
t t
e e
r r
_ _
p p
a a
s s
s s
i i
n h
g g
_ _
t t
h h
r r
o o
u u
g g
h g
_ _
a a
_ _
l l
o o
n n
g g
_ _
a a
n n
d d
_ _
v v
e e
r r
y y
_ _
p o
a a
i i
n n
f f
u u
l l
_ _
p p
e e
r r
i i
o o
d d
_ _
o o
f f
_ _
a a
d d
j j
u u
s s
t t
m n
e e
n n
t t
_ _
a a
n m
d d
_ _
o o
n n
l l
y y
_ _
a a
t t
_ _
t t
h h
e e
_ _
c c
o o
s s
t t
_ _
o o
f f
_ _
p p
e e
r r
m m
a a
n n
e e
n n
t t
l l
y y
_ _
r r
e e
d d
u u
c c
i i
n n
g g
_ _
h b
u u
m m
a a
n n
_ _
b b
e e
i i
n n
g g
s s
_ _
a a
n n
d f
_ _
m m
a a
n n
y y
_ _
o o
t t
h h
e e
r r
_ _
l l
i i
v v
i i
n n
g g
_ _
o o
r r
g g
a a
n n
i i
s s
m m
s s
_ _
t t
o o
_ _
e e
n n
g g
i i
n n
e e
e e
r r
e r
d d
_ _
p p
r f
o o
d d
u u
c c
t t
s s
_ _
a a
n n
d d
_ _
m m
e e
r r
e e
_ _
c c
o o
g g
s s
_ _
i i
n n
_ _
t t
h h
e e
_ _
s s
o o
c c
i i
a s
l l
_ _
m m
a a
c c
h h
i i
n n
e d
_ _
f f
u u
r r
t t
h h
e e
r r
m m
o o
r r
e r
_ _
i i
f f
_ _
t t
h h
e e
_ _
s s
y y
s s
t t
e e
m m
_ _
s s
u u
r r
v v
i i
v b
e e
s a
_ _
t t
h h
e e
_ _
c c
o o
n n
s z
e e
q a
u u
e e
n j
c c
e e
s s
_ _
w w
i i
l l
l l
_ _
b b
e e
_ _
i k
n n
e e
v v
i i
t t
a z
b h
l l
e e
_ _
t t
h h
e e
r r
e e
_ _
i k
s s
_ _
n n
o l
_ _
w w
a z
y y
_ _
o o
f f
_ _
r r
e e
f f
o p
r r
m m
i i
n n
g g
_ _
o o
r r
_ _
m m
o o
d d
i i
f r
y y
i i
n m
g g
_ _
t t
h h
e e
_ _
s s
y g
s s
t t
e e
m m
_ _
s s
o o
_ _
a a
s d
_ _
t t
o o
_ _
p p
r r
e w
v v
e e
n j
t t
_ _
i i
t t
_ _
f d
r r
o o
m m
_ _
d d
e e
p p
r r
i i
v v
i i
n n
g g
_ _
p p
e e
o o
p p
l l
e e
_ _
o o
f f
_ _
d d
i i
g g
n n
i i
t t
y y
_ _
a a
n j
d d
_ _
a s
u u
t t
o k
n n
o o
m m
y y
_ _
i i
f f
_ _
t t
h h
e w
_ _
s s
y y
s s
t t
e e
m m
_ _
b b
r r
e e
a a
k l
s s
_ _
d d
o o
w w
n n
_ _
t t
h j
e e
_ _
c c
o o
n n
s s
e e
q q
u h
e e
n n
c x
e e
s s
_ _
w w
i i
l l
l l
_ _
s s
t t
i i
l l
l l
_ _
b b
e e
_ _
v v
e e
r r
y y
_ _
p p
a a
i i
n n
f f
u u
l l
_ _
b b
u u
t t
_ _
t t
h h
e e
_ _
b b
i i
g g
g g
e e
r r
_ _
t t
h h
e e
_ _
s z
y y
s s
t t
e e
m m
_ _
g g
r r
o o
w w
s s
_ _
t t
h h
e e
_ _
m j
o o
r r
e e
_ _
d x
i i
s s
a a
s s
t t
r r
o o
u u
s s
_ _
t t
h h
e e
_ _
r f
e e
s a
u u
l l
t t
s s
_ _
o o
f f
_ _
i i
t t
s s
_ _
b b
r r
e e
a a
k k
d d
o o
w w
n n
_ _
w w
i i
l l
l l
_ _
b b
e e
_ _
s s
o o
_ _
i i
f f
_ _
i i
t t
_ _
i i
s s
_ _
t t
o o
_ _
b b
r r
e e
a z
k k
_ _
d d
o o
w w
n m
_ _
i i
t y
_ _
h h
a a
d d
_ _
b b
e e
s s
t t
_ _
b b
r r
e w
a a
k k
_ _
d d
o o
w w
n n
_ _
s s
o o
o o
n n
e e
r r
_ _
r t
a a
t t
h b
e e
r r
_ _
t t
h h
a a
n n
_ _
l l
a a
t t
e e
r t
_ _
w w
e e
_ _
t g
h h
e e
r r
e e
f f
o o
r t
e e
_ _
a a
d d
v v
o o
c c
a a
t t
e e
_ _
a a
_ _
r t
e e
v g
o o
l l
u u
t t
i i
o k
n n
_ _
a a
g g
a a
i i
n j
s s
t t
_ _
t g
h h
e e
_ _
i i
n j
d d
u u
s s
t t
r f
i i
a a
l l
_ _
s s
y y
s s
t t
e e
m m
_ _
t t
h h
i i
s s
_ _
r r
e e
v g
o o
l l
u u
t t
i i
o o
n n
_ _
m m
a a
y y
_ _
o o
r r
_ _
m m
a a
y y
_ _
n n
o o
t t
_ _
m m
a a
k k
e w
_ _
u u
s s
e e
_ _
o o
f f
_ _
v v
i i
o o
l l
e w
n n
c c
e e
_ _
i i
t t
_ _
m m
a a
y y
_ _
b b
e e
_ _
s s
u j
d d
d d
e e
n m
_ _
o o
r d
_ _
i i
t t
_ _
m m
a a
y h
_ _
b b
e e
_ _
a a
_ _
r e
e e
l l
a a
t t
i i
v v
e e
l l
y y
_ _
g g
r r
a a
d d
u u
a s
l l
_ _
p l
r d
o o
c c
e e
s s
s s
_ _
s s
p p
a a
n n
n n
i i
n n
g g
_ _
a q
_ _
f f
e e
w w
_ _
d d
e e
c x
a a
d d
e e
s a
_ _
w w
e r
_ _
c c
a a
n n
_ _
t t
_ _
p p
r r
e e
d d
i i
c c
t t
_ _
a a
n n
y y
_ _
o l
f t
_ _
t t
h h
a a
t t
_ _
b b
u u
t t
_ _
w w
e e
_ _
d d
o o
_ _
o o
u y
t t
l l
i i
n n
e e
_ _
i i
n n
_ _
a a
_ _
v v
e e
r r
y y
_ _
g g
e e
n n
e e
r r
a a
l o
_ _
w w
a a
y y
_ _
t y
h h
e e
_ _
m j
e e
a a
s s
u u
r r
e e
s s
_ _
t t
h b
a q
t t
_ _
t t
h h
o o
s s
e d
_ _
w w
h h
o o
_ _
h h
a a
t t
e e
_ _
t t
h h
e e
_ _
i i
n n
d d
u u
s s
t t
r r
i i
a a
l l
_ _
s s
y y
s s
t t
e e
m m
_ _
s s
h h
o o
u u
l l
d d
_ _
t t
a a
k k
e e
_ _
i i
n j
_ _
o l
r r
d d
e e
r r
_ _
t t
o o
_ _
p p
r r
e e
p p
a a
r r
e e
_ _
t t
h h
e e
_ _
w w
a a
y y
_ _
f f
o o
r r
_ _
a a
_ _
r r
e e
v v
o o
l l
u u
t t
i i
o o
n n
_ _
a a
g g
a a
i i
n n
s s
t t
_ _
t t
h h
a a
t t
_ _
f f
o o
r d
m m
_ _
o o
f f
_ _
s s
o k
c c
i i
e e
t t
y y
_ _
t t
h h
i i
s s
_ _
i i
s s
_ _
n n
o o
t t
_ _
t t
o o
_ _
b b
e e
_ _
a a
_ _
p p
o o
l l
i i
t t
i j
c c
a a
l l
_ _
r r
e e
v v
o o
l l
u u
t t
i k
o o
n n
_ _
i i
t t
s s
_ _
o o
b g
j j
e e
c c
t t
_ _
w w
i i
l l
l l
_ _
b h
e e
_ _
t t
o o
_ _
o o
v v
e e
r r
t t
h h
r r
o o
w w
_ _
n n
o o
t t
_ _
g g
o o
v v
e e
r r
n b
m m
e w
n n
t t
s s
_ _
b b
u u
t t
_ _
t t
h h
e w
_ _
e d
c f
o o
n n
o o
m n
i i
c c
_ _
a a
n n
d d
_ _
t t
e w
c c
h y
n n
o o
l l
o o
g t
i i
c c
a a
l o
_ _
b b
a a
s s
i i
s s
_ _
o i
f f
_ _
t t
h h
e e
_ _
p p
r r
e w
s s
e e
n n
t f
_ _
s s
o o
c c
i i
e e
t t
y y
_ _
i i
n n
_ _
t t
h h
i i
s s
_ _
a a
r r
t f
i j
c c
l l
e e
_ _
w w
e r
_ _
g g
i i
v v
e r
_ _
a a
t t
t r
e e
n n
t t
i i
o o
n h
_ _
t t
o o
_ _
o o
n n
l l
y y
_ _
s s
o o
m m
e e
_ _
o o
f f
_ _
t t
h h
e e
_ _
n n
e e
g g
a a
t g
i j
v g
e e
_ _
d d
e e
v v
e e
l l
o o
p p
m m
e e
n n
t t
s s
_ _
t t
h j
a a
t t
_ _
h h
a a
v v
e e
_ _
g g
r r
o o
w w
n m
_ _
o o
u u
t t
_ _
o o
f t
_ _
t t
h h
e e
_ _
i i
n n
d d
u y
s s
t t
r r
i i
a a
l l
_ _
t t
e e
c c
h h
n n
o o
l l
o o
g g
i i
c c
a a
l l
_ _
s s
y y
s s
t t
e w
m m
_ _
o o
t t
h h
e e
r r
_ _
s s
u u
c c
h h
_ _
d d
e e
v v
e e
l l
o o
p p
m m
e e
n n
t t
s s
_ _
w w
e r
_ _
m m
e e
n n
t r
i i
o o
n n
_ _
o o
n n
l l
y y
_ _
b b
r r
i i
e e
f g
l l
y y
_ _
o o
r r
_ _
i i
g g
n n
o o
r r
e e
_ _
a a
l l
t f
o o
g g
e e
t t
h h
e e
r r
_ _
t t
h n
i i
s s
_ _
d d
o o
e e
s s
_ _
n n
o o
t t
_ _
m m
e e
a a
n n
_ _
t t
h h
a s
t t
_ _
w q
e e
_ _
r r
e e
g g
a a
r r
d d
_ _
t t
h j
e e
s s
e e
_ _
o o
t t
h h
e e
r r
_ _
d d
e w
v v
e e
l l
o o
p p
m m
e e
n n
t t
s s
_ _
a a
s s
_ _
u u
n n
i i
m m
p p
o o
r r
t t
a a
n n
t t
_ _
f f
o o
r r
_ _
p p
r r
a a
c c
t f
i i
c c
a a
l l
_ _
r r
e e
a a
s s
o o
n m
s s
_ _
w w
e e
_ _
h h
a a
v v
e e
_ _
t t
o k
_ _
c c
o o
n n
f f
i i
n n
e e
_ _
o o
u u
r r
_ _
d d
i i
s s
c c
u u
s s
s s
i i
o o
n n
_ _
t t
o o
_ _
a a
r r
e e
a a
s s
_ _
t t
h h
a a
t t
_ _
h b
a a
v v
e e
_ _
r r
e e
c c
e e
i i
v v
e e
d d
_ _
i i
n n
s s
u u
f f
f f
i i
c c
i i
e e
n n
t t
_ _
p p
u u
b b
l l
i i
c c
_ _
a a
t t
t r
e e
n n
t t
i i
o o
n n
_ _
o o
r r
_ _
i i
n n
_ _
w w
h h
i i
c c
h h
_ _
w w
e e
_ _
h h
a a
v v
e e
_ _
s z
o o
m m
e d
t t
h h
i i
n n
g g
_ _
n n
e e
w w
_ _
t y
o o
_ _
s s
a a
y y
_ _
f f
o o
r e
_ _
e e
x x
a a
m m
p p
l l
e e
_ _
s s
i i
n n
c c
e e
_ _
t t
h h
e e
r r
e d
_ _
a a
r r
e e
_ _
w w
e r
l l
l l
_ _
d d
e e
v v
e e
l l
o o
p p
e e
d d
_ _
e r
n n
v v
i i
r r
o l
n n
m m
e e
n n
t t
a s
l l
_ _
a a
n n
d d
_ _
w w
i i
l l
d d
e e
r r
n n
e e
s s
s s
_ _
m m
o o
v v
e e
m k
e e
n n
t t
s s
_ _
w w
e e
_ _
h h
a a
v f
e e
_ _
w w
r r
i o
t t
t t
e e
n n
_ _
v v
e e
r r
y y
_ _
l l
i i
t g
t t
l l
e e
_ _
a a
b b
o o
u u
t t
_ _
e w
n n
v v
i u
r r
o o
n n
m m
e e
n n
t t
a a
l l
_ _
d d
e e
g g
r r
a a
d d
a a
t t
i i
o o
n n
_ _
o o
r r
_ _
t t
h h
e e
_ _
d d
e e
s s
t t
r d
u u
c c
t t
i i
o o
n n
_ _
o o
f f
_ _
w w
i i
l l
d s
_ _
n n
a a
t t
u u
r r
e e
_ _
e e
v v
e e
n n
_ _
t f
h h
o o
u u
g g
h h
_ _
w w
e e
_ _
c c
o o
n n
s s
i i
d c
e e
r r
_ _
t t
h h
e e
s s
e e
_ _
t t
o o
_ _
b b
e e
_ _
h h
i i
g g
h h
l o
y y
_ _
i i
m m
p p
o o
r r
t t
a a
n h
t t
_ _
t t
h h
e e
_ _
p p
s s
y y
c c
h h
o o
l l
o o
g g
y y
_ _
o o
f f
_ _
m m
o o
d d
e e
r r
n n
_ _
l p
e e
f f
t t
i i
s s
m k
_ _
a a
l l
m m
o o
s s
t t
_ _
e e
v v
e w
r r
y y
o o
n n
e e
_ _
w w
i i
l l
l l
_ _
a a
g g
r r
e e
e e
_ _
t t
h h
a a
t t
_ _
w w
e e
_ _
l l
i i
v v
e e
_ _
i i
n n
_ _
a s
_ _
d d
e e
e d
p p
l l
y y
_ _
t t
r r
o o
u u
b b
l l
e r
d d
_ _
s s
o p
c c
i k
e e
t t
y y
_ _
o o
n n
e e
_ _
o i
f f
_ _
t t
h h
e e
_ _
m m
o o
s s
t t
_ _
w a
i u
d d
e e
s s
p p
r r
e e
a a
d d
_ _
m m
a a
n n
i i
f f
e e
s s
t t
a a
t t
i i
o o
n n
s s
_ _
o o
f f
_ _
t t
h h
e e
_ _
c c
r r
a a
z z
i i
n n
e e
s s
s s
_ _
o o
f f
_ _
o i
u y
r r
_ _
w w
o o
r r
l l
d x
_ _
i i
s s
_ _
l l
e w
f f
t r
i i
s s
m j
_ _
s s
o o
_ _
a a
_ _
d d
i i
s w
c c
u u
s s
s d
i i
o o
n m
_ _
o o
f f
_ _
t t
h h
e e
_ _
p p
s z
y y
c c
h h
o o
l l
o o
g g
y u
_ _
o o
f f
_ _
l l
e e
f f
t t
i i
s s
m m
_ _
c c
a a
n n
_ _
s s
e e
r r
v v
e d
_ _
a a
s s
_ _
a s
n n
_ _
i i
n n
t t
r r
o l
d d
u u
c c
t t
i i
o o
n b
_ _
t t
o o
_ _
t t
h h
e e
_ _
d d
i i
s s
c c
u u
s s
s x
i i
o o
n n
_ _
o o
f f
_ _
t t
h h
e e
_ _
p p
r r
o o
b b
l o
e e
m m
s s
_ _
o o
f f
_ _
m k
o o
d d
e e
r r
n n
_ _
s s
o o
c x
i i
e e
t t
y y
_ _
i i
n n
_ _
g g
e e
n n
e e
r r
a s
l l
_ _
b b
u u
t t
_ _
w w
h h
a a
t t
_ _
i i
s s
_ _
l l
e e
f f
t t
i i
s s
m m
_ _
d d
u u
r r
i i
n m
g g
_ _
t t
h h
e e
_ _
f c
i i
r r
s s
t t
_ _
h h
a a
l l
f v
_ _
o o
f f
_ _
t r
h h
e e
_ _
t r
h h
_ _
c f
e e
n n
t g
u u
r r
y y
_ _
l l
e e
f f
t t
i i
s s
m m
_ _
c c
o o
u u
l l
d d
_ _
h h
a q
v v
e e
_ _
b b
e e
e e
n n
_ _
p p
r r
a a
c c
t t
i i
c c
a a
l l
l l
y y
_ _
i o
d d
e e
n n
t t
i i
f f
i i
e r
d d
_ _
w w
i i
t f
h g
_ _
s s
o o
c c
i i
a a
l l
i i
s s
m m
_ _
t t
o o
d d
a a
y y
_ _
t f
h h
e e
_ _
m m
o o
v v
e e
m m
e e
n n
t t
_ _
i i
s s
_ _
f f
r r
a a
g g
m m
e e
n n
t t
e e
d d
_ _
a a
n n
d d
_ _
i i
t t
_ _
i i
s s
_ _
n n
o o
t t
_ _
c c
l l
e d
a a
r r
_ _
w w
h h
o o
_ _
c c
a a
n n
_ _
p p
r r
o o
p p
e e
r t
l l
y y
_ _
b b
e e
_ _
c c
a s
l l
l l
e e
d d
_ _
a a
_ _
l l
e e
f t
t t
i i
s s
t f
_ _
w w
h h
e w
n n
_ _
w w
e e
_ _
s s
p p
e e
a a
k k
_ _
o l
f f
_ _
l l
e e
f f
t t
i i
s s
t t
s s
_ _
i i
n n
_ _
t r
h h
i i
s s
_ _
a a
r r
t t
i i
c c
l l
e e
_ _
w w
e e
_ _
h h
a s
v v
e e
_ _
i i
n n
_ _
m n
i j
n n
d d
_ _
m m
a a
i i
n n
l l
y y
_ _
s s
o l
c c
i i
a a
l l
i i
s s
t t
s s
_ _
c c
o o
l l
l l
e e
c c
t t
i i
v v
i i
s s
t t
s s
_ _
p p
o o
l l
i i
t t
i i
c c
a a
l l
l l
y y
_ _
c c
o o
r r
r r
e e
c v
t t
_ _
t t
y y
p p
e e
s s
_ _
f f
e e
m m
i i
n n
i i
s w
t t
s s
_ _
g g
a a
y y
_ _
a s
n n
d d
_ _
d d
i i
s s
a a
b b
i o
l l
i i
t t
y y
_ _
a a
c c
t t
i i
v v
i i
s s
t t
s s
_ _
a a
n n
i i
m m
a s
l l
_ _
r t
i u
g g
h h
t t
s s
_ _
a a
c c
t t
i i
v v
i i
s s
t t
s s
_ _
a a
n n
d d
_ _
t t
h h
e e
_ _
l l
i o
k m
e e
_ _
b b
u u
t r
_ _
n n
o o
t t
_ _
e e
v v
e e
r r
y y
o k
n h
e e
_ _
w w
h h
o o
_ _
i i
s s
_ _
a a
s w
s s
o o
c c
i i
a a
t t
e r
d d
_ _
w w
i i
t t
h h
_ _
o o
n n
e e
_ _
o o
f f
_ _
t t
h h
e e
s z
e e
_ _
m k
o o
v v
e e
m m
e e
n n
t t
s s
_ _
i i
s s
_ _
a a
_ _
l l
e e
f f
t t
i u
s x
t t
_ _
w w
h h
a a
t t
_ _
w w
e e
_ _
a a
r r
e e
_ _
t t
r d
y y
i i
n n
g g
_ _
t t
o o
_ _
g g
e e
t f
_ _
a a
t t
_ _
i i
n n
_ _
d d
i i
s s
c c
u u
s s
s s
i i
n n
g g
_ _
l l
e e
f f
t t
i i
s s
m m
_ _
i i
s s
_ _
n n
o k
t t
_ _
s s
o o
_ _
m m
u u
c c
h h
_ _
a a
_ _
m m
o o
v v
e e
m m
e e
n n
t t
_ _
o o
r r
_ _
a a
n n
_ _
i u
d d
e w
o o
l l
o o
g g
y y
_ _
a a
s s
_ _
a q
_ _
p p
s s
y y
c c
h h
o o
l l
o o
g g
i i
c c
a a
l l
_ _
t t
y y
p p
e e
_ _
o p
r r
_ _
r r
a z
t t
h h
e e
r r
_ _
a a
_ _
c c
o o
l l
l o
e e
c c
t t
i i
o k
n j
_ _
o o
f f
_ _
r r
e e
l l
a a
t t
e w
d s
_ _
t t
y y
p p
e e
s z
_ _
t t
h h
u u
s w
_ _
w w
h h
a a
t t
_ _
w w
e e
_ _
m m
e e
a a
n n
_ _
b b
y u
_ _
l l
e e
f f
t t
i i
s s
m m
_ _
w w
i i
l l
l l
_ _
e e
m m
e e
r r
g g
e w
_ _
m m
o o
r r
e e
_ _
c c
l l
e e
a a
r r
l l
y h
_ _
i i
n n
_ _
t t
h h
e e
_ _
c x
o o
u u
r r
s s
e e
_ _
o o
f g
_ _
o o
u u
r r
_ _
d d
i i
s s
c c
u u
s s
s s
i i
o o
n n
_ _
o o
f c
_ _
l l
e e
f f
t t
i i
s s
t g
_ _
p p
s s
y y
c c
h y
o o
l l
o o
g g
y y
_ _
a q
l l
s s
o o
_ _
s s
e e
e e
_ _
p p
a a
r r
a a
g t
r r
a s
p p
h h
s s
_ _
e e
v v
e e
n n
_ _
s s
o o
_ _
o o
u u
r r
_ _
c c
o o
n n
c c
e e
p o
t t
i k
o o
n n
_ _
o o
f f
_ _
l l
e w
f f
t t
i i
s s
m m
_ _
w w
i i
l l
l l
_ _
r r
e e
m m
a a
i i
n n
_ _
a a
_ _
g g
o o
o o
d d
_ _
d d
e e
a a
l l
_ _
l l
e e
s s
s s
_ _
c c
l l
e e
a a
r r
_ _
t t
h h
a a
n n
_ _
w w
e e
_ _
w w
o o
u u
l l
d x
_ _
w w
i o
s s
h h
_ _
b b
u u
t f
_ _
t t
h h
e e
r r
e e
_ _
d d
o o
e e
s s
n m
_ _
t t
_ _
s s
e e
e e
m m
_ _
t t
o o
_ _
b b
e e
_ _
a a
n n
y y
_ _
r r
e e
m m
e e
d d
y y
_ _
f g
o o
r r
_ _
t t
h h
i i
s w
_ _
a a
l l
l k
_ _
w w
e e
_ _
a a
r r
e e
_ _
t t
r r
y y
i i
n n
g f
_ _
t t
o o
_ _
d d
o o
_ _
i i
s s
_ _
i i
n n
d d
i i
c c
a a
t t
e e
_ _
i i
n n
_ _
a a
_ _
r r
o o
u u
g g
h h
_ _
a a
n n
d d
_ _
a a
p p
p p
r r
o o
x x
i i
m m
a a
t t
e e
_ _
w w
a a
y y
_ _
t t
h h
e e
_ _
t g
w w
o o
_ _
p p
s s
y y
c c
h h
o o
l l
o o
g g
i i
c c
a a
l l
_ _
t t
e e
n n
d d
e e
n n
c c
i i
e e
s s
_ _
t t
h h
a z
t t
_ _
w w
e e
_ _
b b
e e
l l
i i
e e
v v
e e
_ _
a s
r r
e e
_ _
t t
h h
e e
_ _
m m
a a
i i
n n
_ _
d d
r r
i i
v v
i i
n n
g g
_ _
f f
o o
r r
c c
e e
_ _
o o
f f
_ _
m m
o o
d d
e e
r r
n n
_ _
l l
e e
f f
t t
i i
s s
m m
_ _
w w
e e
_ _
b b
y y
_ _
n n
o o
_ _
m m
e e
a a
n n
s s
_ _
c c
l l
a a
i i
m m
_ _
t t
o o
_ _
b b
e e
_ _
t t
e e
l l
l l
i i
n n
g t
_ _
t t
h h
e e
_ _
w w
h h
o o
l l
e e
_ _
t t
r r
u u
t t
h h
_ _
a a
b v
o o
u u
t t
_ _
l l
e e
f f
t t
i i
s s
t t
_ _
p p
s s
y y
c c
h h
o o
l l
o o
g v
y y
_ _
a a
l l
s a
o o
_ _
o p
u u
r r
_ _
d d
i j
s s
c d
u u
s s
s s
i u
o o
n n
_ _
i i
s s
_ _
m m
e e
a a
n n
t y
_ _
t t
o i
_ _
a a
p p
p p
l l
y y
_ _
t t
o o
_ _
m m
o o
d d
e e
r r
n n
_ _
l l
e e
f f
t t
i i
s s
m m
_ _
o l
n n
l l
y y
_ _
w w
e e
_ _
l p
e w
a a
v v
e e
_ _
o o
p p
e e
n n
_ _
t t
h h
e e
_ _
q q
u u
e e
s s
t t
i i
o o
n n
_ _
o o
f f
_ _
t g
h h
e e
_ _
e e
x c
t t
e e
n n
t t
_ _
t r
o o
_ _
w w
h h
i i
c c
h h
_ _
o o
u i
r r
_ _
d d
i i
s s
c c
u u
s s
s s
i i
o o
n n
_ _
c c
o o
u u
l l
d d
_ _
b b
e e
_ _
a a
p p
p p
l l
i i
e e
d d
_ _
